ఆఫ్రికా	非洲
వర్గం:1949 తెలుగు సినిమాలు	Category:1949年電影
మూస:ROC-TW	Template:ROC-TW
వర్గం:నీటి బావులు	Category:井
వర్గం:1991 పుస్తకాలు	Category:1991年書籍
వర్గం:వైటేసి	Category:葡萄科
వర్గం:2005 పుస్తకాలు	Category:2005年書籍
వర్గం:618 స్థాపితాలు	Category:618年建立
వర్గం:907 పతనాలు	Category:907年废除
వర్గం:అడోబ్ ఫ్లాష్	Category:Adobe Flash
వర్గం:వెంటిలేషన్	Category:通风
వర్గం:వ్యవసాయ శాస్త్రము	Category:农学
మూస:VGB	Template:VGB
వర్గం:అమరాంథేసి	Category:苋科
వర్గం:వార్షికోత్సవాలు	Category:周年紀念
వర్గం:అంబెల్లిఫెరె	Category:伞形科
వర్గం:2007 పుస్తకాలు	Category:2007年书籍
వర్గం:2008 పుస్తకాలు	Category:2008年書籍
వర్గం:పాకిస్తాన్ క్రికెట్ క్రీడాకారులు	Category:巴基斯坦板球運動員
వర్గం:కన్వాల్వులేసి	Category:旋花科
వర్గం:యుఫోర్బియేసి	Category:大戟科
వర్గం:ఏథెన్స్	Category:雅典
వర్గం:ఆస్ట్రేలియా క్రికెట్ క్రీడాకారులు	Category:澳大利亚板球运动员
వర్గం:గాలిపటాలు	Category:風箏
వర్గం:బుడగలు	Category:气球
వర్గం:బంతులు	Category:球
వర్గం:బీహార్	Category:比哈尔邦
వర్గం:బిగ్నోనియేసి	Category:紫葳科
వర్గం:పుట్టినరోజులు	Category:生日
వర్గం:రక్త నిధులు	Category:血庫
వర్గం:బ్రొమిలియేసి	Category:凤梨科
వర్గం:మూలధనము	Category:资本
వర్గం:కారికేసి	Category:番木瓜科
వర్గం:అసోం నగరాలు మరియు పట్టణాలు	Category:阿萨姆邦城镇
వర్గం:హర్యానా నగరాలు మరియు పట్టణాలు	Category:哈里亚纳邦城镇
వర్గం:కేరళ నగరాలు మరియు పట్టణాలు	Category:喀拉拉邦城市
వర్గం:తమిళనాడు నగరాలు మరియు పట్టణాలు	Category:泰米尔纳德邦城市
వర్గం:పశ్చిమ బెంగాల్ నగరాలు మరియు పట్టణాలు	Category:西孟加拉邦城镇
వర్గం:డిప్టెరోకార్పేసి	Category:龙脑香科
వర్గం:అసోం జిల్లాలు	Category:阿萨姆邦辖县
వర్గం:భారతదేశం జిల్లాలు	Category:印度各邦辖县
వర్గం:ఉత్తర ప్రదేశ్ జిల్లాలు	Category:北方邦辖县
వర్గం:డ్రోసిరేసి	Category:茅膏菜科
వర్గం:1868లో స్థాపించబడిన సంస్థలు	Category:1868年成立的公司
వర్గం:కంప్యూటరు హార్డువేర్	Category:電腦硬體
వర్గం:విద్యుత్ భద్రత	Category:电气安全
వర్గం:విద్యుదయస్కాంతత్వం	Category:电磁学
వర్గం:ఫ్యాన్స్	Category:風扇
వర్గం:ఫెర్రీలు	Category:渡輪
మూస:IAST	Template:IAST
వర్గం:భవిష్యత్తు	Category:未來
వర్గం:గంగానది	Category:恆河
వర్గం:రేఖాగణిత కొలతలు	Category:几何量测量
వర్గం:గీజర్లు	Category:间歇泉
వర్గం:ధాన్యాలు	Category:粮食
వర్గం:హజ్	Category:朝覲
వర్గం:హిందూ దేవతలు	Category:印度教神祇
వర్గం:భారత బ్యాడ్మింటన్ క్రీడాకారులు	Category:印度羽毛球运动员
వర్గం:భారత క్రికెట్ క్రీడాకారులు	Category:印度板球运动员
వర్గం:జాతీయోద్యమ నాయకులు	Category:印度獨立運動參與者
వర్గం:ఇండో-ఆర్యన్ భాషలు	Category:印度-雅利安语支
సహాయం:దిద్దుబాటు ఘర్షణ	Help:编辑冲突
వర్గం:సాగునీరు	Category:灌溉
మూస:Infobox religious biography	Template:Infobox ReligiousBio
వర్గం:సమ్మెలు	Category:罷工
వర్గం:లామియేసి	Category:唇形科
వర్గం:లినక్స్	Category:Linux
వర్గం:దేశాల జాబితాలు	Category:國家列表
వర్గం:లోగానియేసి	Category:馬錢科
సహాయం:సూచిక/వికీపీడియా సమాజం	Help:目录/维基百科社群
సహాయం:సూచిక/ప్రవేశిక	Help:目录/从这里开始
వర్గం:మిర్టేసి	Category:桃金娘科
వర్గం:నెపెంథేసి	Category:猪笼草属
వర్గం:రోసిడ్స్	Category:蔷薇分支
వర్గం:సపిండేసి	Category:无患子科
వర్గం:సపోటేసి	Category:山榄科
వర్గం:విత్తనాలు	Category:种子
వర్గం:సిక్కు మతము	Category:锡克教
వర్గం:పరిమాణం	Category:尺寸
వర్గం:స్నో	Category:雪
మూస:BEL	Template:BEL
వర్గం:1950 తెలుగు సినిమాలు	Category:1950年电影
వర్గం:1979 తెలుగు సినిమాలు	Category:1979年電影
వర్గం:2010 పుస్తకాలు	Category:2010年書籍
వర్గం:విద్యుత్ కేంద్రాలు	Category:發電廠
మూస:Country data Macedonia	Template:Country data Republic of Macedonia
వర్గం:పైపరేసి	Category:胡椒科
వర్గం:నాస్తికులు	Category:无神论
వర్గం:లిలియేసి	Category:百合科
వర్గం:సర్వేయింగ్	Category:測量學
మూస:TPE	Template:TPE
వర్గం:తెలుగు	Category:泰卢固语
వర్గం:తెలుగువారిలో సంగీతకారులు	Category:泰盧固人
వికీపీడియా:ట్వింకిల్	Wikipedia:Twinkle
రంజాన్ (నెల)	賴買丹月
వర్గం:మూసేసి	Category:芭蕉科
వర్గం:బ్యాటరీ	Category:电池
వర్గం:ఔషధ మొక్కలు	Category:藥用植物
వర్గం:ఫిలాంథేసి	Category:叶下珠科
వర్గం:బాల్యం	Category:童年
వర్గం:మిరిస్టికేసి	Category:肉豆蔻科
మూస:Uw-spam2	Template:Uw-spam2
మూస:Uw-spam3	Template:Uw-spam3
మూస:Uw-spam4	Template:Uw-spam4
వర్గం:పెడాలియేసి	Category:胡麻科
వర్గం:1842 స్థాపితాలు	Category:1842年建立
వర్గం:పెన్సిల్వేనియా విశ్వవిద్యాలయం	Category:宾夕法尼亚大学
డిమాండ్ రేఖ	需求曲线
వర్గం:శైవలాలు	Category:藻類
మూస:Image label begin	Template:Image label begin
వికీపీడియా:ఫైల్ ఎక్కింపు విజర్డు	Wikipedia:上传
మూస:When	Template:When
మూస:గుజరాత్ లోని జిల్లాలు	Template:Gujarat
వర్గం:ఏకదళబీజాలు	Category:單子葉植物綱
వర్గం:మోరేసి	Category:桑科
వికీపీడియా:మాతో సంప్రదింపు/ఒక సంపాదకునితో సంప్రదింపు	Wikipedia:电邮联系
మూస:Pp-usertalk	Template:Pp-usertalk
మూస:Sprotect2	Template:Pp-semi-indef
వర్గం:బీహార్ నగరాలు మరియు పట్టణాలు	Category:比哈尔邦城镇
వర్గం:గుజరాత్ పట్టణాలు మరియు నగరాలు	Category:古吉拉特邦城市
వర్గం:కర్ణాటక నగరాలు మరియు పట్టణాలు	Category:卡纳塔克邦城市
వర్గం:మధ్య ప్రదేశ్ నగరాలు మరియు పట్టణాలు	Category:中央邦城市
వర్గం:మహారాష్ట్ర నగరాలు మరియు పట్టణాలు	Category:马哈拉施特拉邦城市
వర్గం:రాజస్థాన్ నగరాలు మరియు పట్టణాలు	Category:拉贾斯坦邦城市
వర్గం:రోవర్లు	Category:行星探测车
వర్గం:సూరాలు	Category:蘇拉
వర్గం:ఆర్థిక శాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Category:诺贝尔经济学奖获得者
